gen,best,mean,sigma,penalty_scale,correction_scale,gravity,phase,elapsed_s
0,-56.68317398847273,-76.82527817329853,0.4903694401407257,0.2,0.0,-1.6,warmup,1.541680097579956
1,-59.36648476875957,-74.82928582122199,0.48209763239243897,0.20400000000000001,0.0025,-1.6,warmup,0.17570924758911133
2,-58.70641710460577,-74.35781721586447,0.47478118008560666,0.20800000000000002,0.005,-1.6,warmup,0.1836562156677246
3,-33.560615648919025,-72.62191035306732,0.4682790519609197,0.21200000000000002,0.0075,-1.6,warmup,0.20725107192993164
4,-55.821944330351954,-69.16404234315948,0.46240828047464133,0.21600000000000003,0.01,-1.6,warmup,0.18573904037475586
5,-45.58626464597179,-71.24659523385375,0.45693202944159,0.22000000000000003,0.0125,-1.6,warmup,0.23516631126403809
6,-57.14240957176819,-73.65452256551221,0.4518422363041259,0.224,0.015,-1.6,warmup,0.2505190372467041
7,-51.21360550723117,-69.37018690936087,0.44718377208018295,0.228,0.0175,-1.6,warmup,0.24995017051696777
8,-57.928632109330145,-72.13922697466114,0.4430669372419609,0.232,0.02,-1.6,warmup,0.26988697052001953
9,-52.292560713888044,-71.28813425766333,0.43933643058090344,0.23600000000000002,0.0225,-1.6,warmup,0.3448920249938965
10,-46.09045734125247,-69.84080118364201,0.4358115562048156,0.24000000000000002,0.025,-1.6,warmup,0.2951970100402832
11,-23.1309619157765,-68.31774991222014,0.4328646566315628,0.24400000000000002,0.0275,-1.6,warmup,0.3246729373931885
12,-38.997083706314775,-68.25903342740564,0.43009260073146044,0.248,0.03,-1.6,warmup,0.3840210437774658
13,-41.734415626084186,-69.1994402890319,0.4274721164624,0.252,0.0325,-1.6,warmup,0.38831210136413574
14,-34.126804978678116,-72.89569111303112,0.4249346448675827,0.256,0.035,-1.6,warmup,0.4098219871520996
15,-56.82164722815097,-75.83888544838969,0.42245265209290966,0.26,0.0375,-1.6,warmup,0.46004366874694824
16,-22.53499769141617,-68.87441540726154,0.42019849793136704,0.264,0.04,-1.6,warmup,0.41959691047668457
17,-32.19322664865735,-69.02574555436748,0.41815170868154167,0.268,0.0425,-1.6,warmup,0.4778108596801758
18,-33.56292349516016,-71.46982958694358,0.4162673119271669,0.272,0.045,-1.6,warmup,0.39511871337890625
19,-14.540864350661328,-66.73590833059929,0.4146390878582213,0.276,0.0475,-1.6,warmup,0.45955610275268555
20,-2.08107961040074,-67.05308084850503,0.41331829378965934,0.28,0.05,-1.6,warmup,0.5298061370849609
21,135.88562473309102,-57.10658136240204,0.41214799306878674,0.28400000000000003,0.0525,-1.6,warmup,0.6567230224609375
22,135.94556160375848,-61.831067605226075,0.41090533757666786,0.28800000000000003,0.055,-1.6,warmup,0.6755890846252441
23,151.97581386367824,-58.76789637856175,0.40977221034376804,0.29200000000000004,0.0575,-1.6,warmup,0.7422311305999756
24,164.48774443762235,-48.9478229503134,0.40893942009690837,0.29600000000000004,0.06,-1.6,warmup,0.7264249324798584
25,203.64606717159805,-22.49781926921363,0.40818686175610847,0.30000000000000004,0.0625,-1.6,warmup,0.7991471290588379
26,280.35137204546913,-6.565952031463651,0.4074668393686806,0.30400000000000005,0.065,-1.6,warmup,0.843458890914917
27,214.47150797660188,6.607443156467622,0.4068176103495261,0.30800000000000005,0.0675,-1.6,warmup,0.9822299480438232
28,217.36086326774353,61.18564555595776,0.40617572356797826,0.31200000000000006,0.07,-1.6,warmup,1.2744429111480713
29,371.7442686758092,96.04770783941827,0.4056915615447205,0.316,0.0725,-1.6,warmup,1.5607407093048096
30,233.1229099104421,16.163739520223324,0.40519981696881074,0.32,0.075,-1.6,warmup,1.1159627437591553
31,347.89325772786106,96.8091605535445,0.40479902819075625,0.324,0.0775,-1.6,warmup,1.4587900638580322
32,366.7047255432738,75.80577380204096,0.4044461169284666,0.328,0.08,-1.6,warmup,1.3119819164276123
33,382.57797803547936,117.03619967625886,0.4039903433950671,0.332,0.0825,-1.6,warmup,1.6725521087646484
34,258.68078450157617,59.12641222218372,0.40352254427310585,0.336,0.085,-1.6,warmup,1.3851823806762695
35,323.4377530990561,49.2660120397278,0.40322118119374706,0.33999999999999997,0.0875,-1.6,warmup,1.4807517528533936
36,391.5026322990131,96.0859252020979,0.4031078214880233,0.344,0.09,-1.6,warmup,1.7546429634094238
37,499.61357924912403,108.24169107493447,0.40291795910849126,0.348,0.0925,-1.6,warmup,1.825395107269287
38,361.61930531125586,100.33344891858766,0.4026668437115081,0.35200000000000004,0.095,-1.6,warmup,1.6825709342956543
39,437.05118502283796,136.95462251428086,0.4023875566274778,0.35600000000000004,0.0975,-1.6,warmup,1.8102810382843018
40,413.0978071887095,111.83428774194608,0.40214034137131216,0.36000000000000004,0.1,-1.6,warmup,1.8841862678527832
41,326.86838985482706,115.13154688311465,0.4018664291581638,0.364,0.1025,-1.6,warmup,1.7235939502716064
