gen,best,mean,sigma,penalty_scale,correction_scale,gravity,phase,elapsed_s
0,-49.728319621826984,-73.85938215802157,0.49035254260486977,0.2,0.0,-1.6,moon,1.6497578620910645
1,-50.7911721471445,-69.3153221970418,0.4820717093812447,0.20400000000000001,0.0025,-1.6,moon,0.23448491096496582
2,-48.7787790247501,-67.66269961515206,0.4746379478997346,0.20800000000000002,0.005,-1.6,moon,0.26064395904541016
3,-37.71201489601444,-64.41816360809487,0.4681085441225504,0.21200000000000002,0.0075,-1.6,moon,0.2879300117492676
4,-40.014850734618136,-63.70198801517121,0.46222906364355676,0.21600000000000003,0.01,-1.6,moon,0.2588961124420166
5,-23.018985594791275,-60.87579972843969,0.45677749950377294,0.22000000000000003,0.0125,-1.6,moon,0.29375600814819336
6,-13.820371452242433,-58.7631062598879,0.4519069117967899,0.224,0.015,-1.6,moon,0.32051992416381836
7,-31.472409245821837,-61.82741425852038,0.44743760144746536,0.228,0.0175,-1.6,moon,0.2889888286590576
8,-40.49011955158224,-67.13740141438328,0.4434853656004209,0.232,0.02,-1.6,moon,0.3183310031890869
9,-26.508916815630062,-64.16064050343198,0.43979161225488383,0.23600000000000002,0.0225,-1.6,moon,0.3174300193786621
10,-29.54657320941125,-63.417018565448004,0.43630028203129506,0.24000000000000002,0.025,-1.6,moon,0.3112831115722656
11,-50.13809074314698,-68.9451090078207,0.43316400260493854,0.24400000000000002,0.0275,-1.6,moon,0.2672429084777832
12,-50.11928081928122,-66.18834014162155,0.4302044161080618,0.248,0.03,-1.6,moon,0.3334169387817383
13,-40.31658885970388,-64.52960472433472,0.4274327373328069,0.252,0.0325,-1.6,moon,0.35094380378723145
14,-47.934478038628846,-65.76288762190734,0.4248304902571965,0.256,0.035,-1.6,moon,0.35311412811279297
15,-7.885753610818422,-62.50020231656937,0.42236510329113214,0.26,0.0375,-1.6,moon,0.38281893730163574
16,-37.595068075569685,-65.44793773165188,0.4201507999497889,0.264,0.04,-1.6,moon,0.40302419662475586
17,-38.39442221624699,-62.68873979379809,0.4181492250514838,0.268,0.0425,-1.6,moon,0.4336380958557129
18,-1.4312449830420053,-55.43729540406109,0.416217843232425,0.272,0.045,-1.6,moon,0.4958658218383789
19,-9.504502925950062,-54.8143937211502,0.4144698568883012,0.276,0.0475,-1.6,moon,0.5722527503967285
20,16.472441325045224,-52.476241534436255,0.4127401349970142,0.28,0.05,-1.6,moon,0.5858712196350098
