gen,best,mean,sigma,penalty_scale,correction_scale,gravity,phase,elapsed_s
0,-67.53121830359105,-76.72085154836341,0.49571617181429517,0.2,0.0,-1.6,lv0(a=0),1.3348610401153564
1,-63.32116307899211,-73.67586928216076,0.49179250342837694,0.20400000000000001,0.0025,-1.6,lv0(a=1),0.05571627616882324
2,-65.86589329583258,-73.52458187277769,0.4881119254582825,0.20800000000000002,0.005,-1.6,lv0(a=2),0.03767895698547363
3,-62.432422030423936,-73.64455911041162,0.48465614610258934,0.21200000000000002,0.0075,-1.6,lv0(a=3),0.05501198768615723
4,-65.96469921465037,-75.00915965514184,0.48139561954468896,0.21600000000000003,0.01,-1.6,lv0(a=4),0.052017927169799805
5,-62.78079384750757,-78.20392424980957,0.4783133080002917,0.22000000000000003,0.0125,-1.6,lv0(a=5),0.04078793525695801
6,-61.74470320143382,-76.43706288621622,0.47534741736085595,0.224,0.015,-1.6,lv0(a=5),0.10587382316589355
7,-67.48362713005947,-84.70348672946852,0.4724579613647937,0.228,0.0175,-1.6,lv0(a=5),0.05167794227600098
8,-68.36868322983968,-74.64506373990011,0.4696844708278582,0.232,0.02,-1.6,lv0(a=5),0.043322086334228516
9,-70.45794202584652,-78.82335989551862,0.4670307614715909,0.23600000000000002,0.0225,-1.6,lv0(a=5),0.050657033920288086
