gen,best,mean,sigma,penalty_scale,correction_scale,gravity,phase,elapsed_s
0,-46.491527928994174,-75.84381219215184,0.49026239298260776,0.2,0.0,-1.6,lv0(a=0),1.565420150756836
1,-66.69896896649998,-76.69757674038918,0.48181084129665314,0.20400000000000001,0.0025,-1.6,lv0(a=1),0.21548700332641602
2,-56.7786529867114,-77.00206880737392,0.47425679261435716,0.20800000000000002,0.005,-1.6,lv0(a=2),0.1921539306640625
3,-54.85963291868637,-72.95313048844764,0.4675187104671745,0.21200000000000002,0.0075,-1.6,lv0(a=3),0.22590899467468262
4,-63.145017137745846,-74.67562864761514,0.4614755916122159,0.21600000000000003,0.01,-1.6,lv0(a=4),0.18445992469787598
5,-57.82822451587872,-75.08324089831815,0.45592890558108146,0.22000000000000003,0.0125,-1.6,lv0(a=5),0.19896388053894043
6,-57.19084762250642,-74.43725152241537,0.45098659500184823,0.224,0.015,-1.6,lv0(a=5),0.24446702003479004
7,-21.22320537487207,-72.2666556978523,0.4465220834213105,0.228,0.0175,-1.6,lv0(a=5),0.24086904525756836
8,-58.56887490552254,-76.41156036993367,0.4424994014357764,0.232,0.02,-1.6,lv0(a=5),0.23250198364257812
9,-55.37733815289232,-76.72008589008261,0.43884917542998847,0.23600000000000002,0.0225,-1.6,lv0(a=5),0.28645920753479004
10,-46.931232956668026,-73.94647268404329,0.43546491658705727,0.24000000000000002,0.025,-1.6,lv0(a=5),0.23262500762939453
11,-59.44454321977097,-73.41428967030882,0.4323201334414038,0.24400000000000002,0.0275,-1.6,lv0(a=5),0.2507960796356201
12,-47.59740455968089,-76.58744566618427,0.4292638042914684,0.248,0.03,-1.6,lv0(a=5),0.2868010997772217
13,-56.05966669067133,-77.06840173810865,0.42637375163932995,0.252,0.0325,-1.6,lv0(a=5),0.2595498561859131
14,-37.50336863349835,-77.99834932650784,0.42359876299366617,0.256,0.035,-1.6,lv0(a=5),0.2717900276184082
15,-60.68502189541051,-78.40785535955335,0.42088680694027764,0.26,0.0375,-1.6,lv0(a=5),0.28501009941101074
16,48.147555107922294,-76.62757711111652,0.41824397587156736,0.264,0.04,-1.6,lv0(a=5),0.27969884872436523
17,-50.71754714201236,-76.54978824561385,0.41575546850893186,0.268,0.0425,-1.6,lv0(a=5),0.2679107189178467
18,-23.070857019075763,-71.91458438848095,0.4134106765325933,0.272,0.045,-1.6,lv0(a=5),0.3584408760070801
19,1.1911051209785388,-73.322660478576,0.4111864820487158,0.276,0.0475,-1.6,lv0(a=5),0.3197770118713379
20,27.635187899450653,-69.46932058374367,0.40910463984915724,0.28,0.05,-1.6,lv0(a=5),0.32955098152160645
21,24.66784494068445,-64.74640181209233,0.40724954066666924,0.28400000000000003,0.0525,-1.6,lv0(a=5),0.42833685874938965
22,-5.694509719621425,-75.0882964640807,0.405394370322016,0.28800000000000003,0.055,-1.6,lv0(a=5),0.38356709480285645
23,66.48648702126006,-57.501556334223096,0.4036633968753587,0.29200000000000004,0.0575,-1.6,lv0(a=5),0.4857010841369629
24,72.4468158404418,-60.693953089039724,0.401956376027697,0.29600000000000004,0.06,-1.6,lv0(a=5),0.4792978763580322
25,37.56037825750565,-67.64118812279278,0.4002605582376913,0.30000000000000004,0.0625,-1.6,lv0(a=5),0.47986698150634766
26,72.06609218266709,-56.21782326318199,0.3986468564989613,0.30400000000000005,0.065,-1.6,lv0(a=5),0.4589498043060303
